etID  | Classical Proto-Albanian | Middle Proto-Albanian I | Middle Proto-Albanian II | Late Proto-Albanian I | Late Proto-Albanian II | Late Proto-Albanian III | Proto-Tosk-SGheg {GOLD} | Proto-Tosk {GOLD} | Old North Tosk {GOLD} | Output {GOLD}
878    | #sˌɑlwˈɑːnioː# | *#sˌɑlwˈɒːnju# | *#sˌɑlwˈoɲu# | *#sˌalbˈoɲu# | *#ʃəlbˈɔ̃ɲu# | *#ʃəlbˈɔ̃ɲə# | *#ʃl̩bˈɔ̃ɲ# {GOLD: >*} | *#ʃl̩bˈɔ̃ɲ# {GOLD: >*} | *#ʃl̩bˈɔɲ# {GOLD: >*} | *#ʃəlbˈɔj# {GOLD: #ʃəlbˈɔj#}
879    | #sˌɑlwˈɑːntiɑ# | *#sˌɑlwˈɑːnt͡ʃjɑ# | *#sˌɑlwˈɑt͡ʃjɑ# | *#sˌelbˈat͡ʃa# | *#ʃˌeːlbˈasa# | *#ʃˌɛːlbˈaːsa# | *#ʃˌɛːlbˈaːsə# {GOLD: >*} | *#ʃˌɛːlbˈaːsə# {GOLD: >*} | *#ʃɛlbˈasə# {GOLD: >*} | *#ʃɛlbˈasə# {GOLD: #ʃəlbˈɛsə#}
880    | #sˌɑlwiˈellɑ# | *#sˌɑlwjˈɛllɑ# | *#sˌɑlwjˈɛlːɑ# | *#sˌelbˈɛlːa# | *#ʃˌeːlbˈɛlːa# | *#ʃˌɛːlbˈɛːlːa# | *#ʃɾ̩bˈɛːlːə# {GOLD: >*} | *#ʃɾ̩bˈɛːlːə# {GOLD: >*} | *#ʃɾ̩bˈɛlə# {GOLD: >*} | *#ʃəɾbˈɛlə# {GOLD: #ʃɛɾbˈɛlə#}
881    | #sˌɑːnˈɑːnioː# | *#sˌɑːnˈɒːnju# | *#sɐɾˈoɲu# | *#sɐɾˈoɲu# | *#ʃəɾˈɔ̃ɲu# | *#ʃəɾˈɔ̃ɲə# | *#ʃəɾˈɔ̃ɲ# {GOLD: >*} | *#ʃəɾˈɔ̃ɲ# {GOLD: >*} | *#ʃəɾˈɔɲ# {GOLD: >*} | *#ʃəɾˈɔj# {GOLD: #ʃəɾˈɔj#}
882    | #sˌɑːnitˈɑːtem# | *#sˌɑːnɪtˈɑːtɛ# | *#sˌɑntˈɑtɛ# | *#sˌantˈetɪ# | *#ʃˌãntˈetɪ# | *#ʃˌãndˈɛtə# | *#ʃˌʌ̃ndˈɛt# {GOLD: >*} | *#ʃˌə̃ndˈɛt# {GOLD: >*} | *#ʃəndˈɛt# {GOLD: >*} | *#ʃəndˈɛt# {GOLD: #ʃəndˈɛt#}
883    | ... | ... | #sˌɑnitˈɔsu# | *#sˌɑ̃ɾ̃ɪtˈɔsu# | *#ʃˌɑ̃ɾ̃ɪtˈɔʃu# | *#ʃˌɑ̃ɾ̃dˈɔːʃə# | *#ʃˌʌ̃ndˈɔːʃ# {GOLD: #ʃəntˈɔʃ#} | *#ʃˌə̃ndˈɔːʃ# {GOLD: >*} | *#ʃəndˈɔʃ# {GOLD: >*} | *#ʃəndˈɔʃ# {GOLD: #ʃəndˈɔʃ#}
884    | #sˌɑnɡʷuniˈɑːtɑ# | *#sˌɑŋɡʷʊnjˈɑːtɑ# | *#sˌɑŋɡʷuɲˈɑtɑ# | *#sˌaŋɡuɲˈata# | *#ʃˌãŋɡɲˈata# | *#ʃˌãŋɡɲˈata# | *#ʃˌʌ̃ɲɟˈatə# {GOLD: >*} | *#ʃˌə̃ɲɟˈatə# {GOLD: >*} | *#ʃəɲɟˈatə# {GOLD: >*} | *#ʃəɲɟˈatə# {GOLD: #ʃəɲɟˈɛtə#}
885    | #sˌɑnɡʷisˈunɡiɑ# | *#sˌʊɲɪsˈʊɲjɑ# | *#sˌuɲsˈuɲɑ# | *#sˌuɲsˈuɲa# | *#ʃˌũɲʃˈũɲa# | *#ʃˌũʃˈũɲa# | *#ʃˌũʃˈũɲə# {GOLD: #ʃn̩ʃˈũɲə#} | *#ʃˌũʃˈũɲə# {GOLD: >*} | *#ʃuʃˈuɲə# {GOLD: >*} | *#ʃuʃˈuɲə# {GOLD: #ʃuʃˈuɲə#}
886    | ... | ... | #sˌɑntrinˌitˈɑte# | *#sˌantrɪnˌitˈetɪ# | *#ʃˌãntɾnˌiːtˈetɪ# | *#ʃˌãndrːˌiːtˈɛtə# | *#ʃˌʌ̃ndɾˌiːtˈɛt# {GOLD: #ʃˌɛntətəɾˌitˈæt#} | *#ʃˌə̃ndɾˌiːtˈɛt# {GOLD: >*} | *#ʃəndɾitˈɛt# {GOLD: >*} | *#ʃəndɾitˈɛt# {GOLD: #ʃəndɾitˈɛt#}
887    | #sˈɑːnktum# | *#sˈɑːnktʊ# | *#sˈɑɲtu# | *#sˈaɲtu# | *#ʃˈãɲtu# | *#ʃˈɛ̃ɲtə# | *#ʃˈɛ̃ɲt# {GOLD: #ʃˈɛ̃ɲt#} | *#ʃˈɛ̃ɲt# {GOLD: >*} | *#ʃˈɛɲt# {GOLD: >*} | *#ʃˈɛɲt# {GOLD: #ʃˈɛɲt#}
888    | ... | #sˌɑnktumˌixɑˈiːlo# | *#sˌɑɲtumˌixɑˈilo# | *#sˌaɲtumˌixaˈilo# | *#ʃˌãɲtmɪxəˈilɔ# | *#ʃˌãɲtməxəˈiːlˠə# | *#ʃˌʌ̃mːəxˈiːlˠ# {GOLD: >*} | *#ʃˌə̃məhˈiːlˠ# {GOLD: >*} | *#ʃəməhˈilˠ# {GOLD: >*} | *#ʃəməhˈilˠ# {GOLD: #ʃəməhˈilˠ#}
889    | ... | ... | #sˌɑnktuˌɑndrˈeːjɑː# | *#sˌantuˌandrˈeːjaː# | *#ʃˌãntəˌãndɾˈeːjaː# | *#ʃˌãndəˌãndɾˈɛːjaː# | *#ʃˌʌ̃ndˌʌ̃ndɾˈɛː# {GOLD: >*} | *#ʃˌə̃ndˌə̃ndɾˈɛː# {GOLD: >*} | *#ʃəndəndɾˈɛ# {GOLD: >*} | *#ʃəndəndɾˈɛ# {GOLD: #ʃənəndɾˈɛ#}
890    | ... | #sˌɑnktuˌɑndrˈeːɑː# | *#sˌɑɲtuˌɑndrˈejɑ# | *#sˌaɲtuˌandrˈeja# | *#ʃˌãɲtəˌãndɾˈeja# | *#ʃˌãɲtəˌãndɾˈɛja# | *#ʃˌʌ̃nːdɾˈɛː# {GOLD: >*} | *#ʃˌə̃ndɾˈɛː# {GOLD: >*} | *#ʃəndɾˈɛ# {GOLD: >*} | *#ʃəndɾˈɛ# {GOLD: #ʃəndɾˈɛ#}
891    | ... | #sˌɑnjˈɑkoβɔ# | *#sˌɑɲˈɑkoβo# | *#sˌaɲˈakoo# | *#ʃˌãɲˈakɔ# | *#ʃˌãɲˈakə# | *#ʃˌʌ̃ɲˈak# {GOLD: >*} | *#ʃˌə̃ɲˈak# {GOLD: >*} | *#ʃəɲˈak# {GOLD: >*} | *#ʃəɲˈak# {GOLD: #ʃijˈak#}
892    | #kˌɑlikesˈɑːnktum# | *#kˌɑlɪkɛsˈɑːnktʊ# | *#kˌɑleksˈɑɲtu# | *#kˌalɪksˈaɲtu# | *#kˌalɪkʃˈãɲtu# | *#kˌaləʃˈɛ̃ɲtə# | *#kˌalʃˈɛ̃ɲt# {GOLD: #kl̩ʃˈɛ̃ɲt#} | *#kˌalʃˈɛ̃ɲt# {GOLD: ...} | ... {GOLD: ...} | ... {GOLD: ...}
893    | ... | #sˌɑnktudˌiːmˈiːtriu# | *#sˌɑɲtudˌimˈitriu# | *#sˌaɲtuðˌimˈitrɪu# | *#ʃˌãɲtəðɪ̃mˈitɾɪ# | *#ʃˌãɲtəmˈitɾə# | *#ʃˌʌ̃mːˈitɾ̩# {GOLD: >*} | *#ʃˌə̃mˈitɾ̩# {GOLD: >*} | *#ʃəmˈitɾ̩# {GOLD: >*} | *#ʃəmˈitəɾ# {GOLD: #ʃəmˈitəɾ#}
894    | ... | #sˌɑnktunˌikˈolɑːo# | *#sˌɑɲtunˌikˈolɑo# | *#sˌaɲtunˌikˈolao# | *#ʃˌãɲtnɪkˈɔla# | *#ʃˌãɲtnɡˈɔːlˠa# | *#ʃˌʌ̃ŋːɡˈɔːlˠə# {GOLD: >*} | *#ʃˌə̃ŋɡˈɔːlˠə# {GOLD: >*} | *#ʃəŋɡˈɔlˠə# {GOLD: >*} | *#ʃəŋɡˈɔlˠə# {GOLD: #ʃənkˈɔlˠə#}
895    | #sˌɑppˈɑːnioː# | *#sˌɑppˈɒːnju# | *#sˌɑppˈoɲu# | *#sˌappˈoɲu# | *#ʃˌapˈɔ̃ɲu# | *#ʃˌapˈɔ̃ɲə# | *#ʃˌapˈɔ̃ɲ# {GOLD: >*} | *#ʃˌapˈɔ̃ɲ# {GOLD: >*} | *#ʃapˈɔɲ# {GOLD: >*} | *#ʃapˈɔj# {GOLD: #ʃapˈɔj#}
896    | #sˈɑpum# | *#sˈɑpʊ# | *#sˈɑpu# | *#sˈapu# | *#ʃˈapu# | *#ʃˈapə# | *#ʃˈap# {GOLD: >*} | *#ʃˈap# {GOLD: >*} | *#ʃˈap# {GOLD: >*} | *#ʃˈap# {GOLD: #ʃˈap#}
897    | #sˈɑrikɑm# | *#sˈɑrɪkɑ# | *#sˈɑrkɑ# | *#sˈarka# | *#ʃˈaɾka# | *#ʃˈaːɾka# | *#ʃˈaːɾkə# {GOLD: >*} | *#ʃˈaːɾkə# {GOLD: >*} | *#ʃˈaɾkə# {GOLD: >*} | *#ʃˈaɾkə# {GOLD: #ʃˈaɾkə#}
898    | #sˌɑlikinˈɑːrium# | *#sˌɑlɪkɪnˈɒːrjʊ# | *#sˌɑlekenˈorju# | *#sˌelɪcɑ̃ɾ̃ˈoru# | *#ʃˌeːlɪcə̃ɾ̃ˈɔɾu# | *#ʃˌɛːlcə̃ɾ̃ˈuo̯ɾə# | *#ʃˌɛːlcə̃ɾ̃ˈuo̯ɾ# {GOLD: #ʃɛlcəɾ̃ˈuo̯ɾ#} | *#ʃˌɛːlcə̃ɾ̃ˈua̯ɾ# {GOLD: >*} | *#ʃɛlcəɾˈua̯ɾ# {GOLD: #ʃˌɛlcəɾˈua̯ɾ#} | *#ʃɛlcəɾˈɔɾ# {GOLD: #ʃɛlcəɾˈɔɾ#}
899    | #sˌɑrmˈentum# | *#sˌɑrmˈɛntʊ# | *#sˌɑrmˈɛntu# | *#sˌermˈɛntu# | *#ʃɪɾmˈɛ̃ntu# | *#ʃəɾmˈɛ̃ndə# | *#ʃɾ̩mˈɛ̃nd# {GOLD: #ʃəɾmˈɛ̃nt#} | *#ʃɾ̩mˈɛ̃nd# {GOLD: >*} | *#ʃɾ̩mˈɛnd# {GOLD: >*} | *#ʃəɾmˈɛnd# {GOLD: #ʃəɾmˈɛnd#}
900    | #sˌɑtˈunitɑ# | *#sˌɑtˈʊnɪtɑ# | *#sˌɑtˈuntɑ# | *#sˌatˈunta# | *#ʃətˈũnta# | *#ʃətˈũnda# | *#ʃətˈũndə# {GOLD: #ʃətˈũntə#} | *#ʃətˈũndə# {GOLD: #ʃətˈũndə#} | *#ʃətˈundə# {GOLD: >*} | *#ʃətˈundə# {GOLD: #ʃtˈunə#}
901    | #sˌekrˈeːtum# | *#sˌɛkrˈeːtʊ# | *#sˌɛkrˈetu# | *#sˌɛkrˈetu# | *#ʃɪkɾˈetu# | *#ʃkɾˈɛtə# | *#ʃkɾˈɛt# {GOLD: >*} | *#ʃkɾˈɛt# {GOLD: >*} | *#ʃkɾˈɛt# {GOLD: >*} | *#ʃkɾˈɛt# {GOLD: #ʃkɾˈɛt#}
902    | #sˌekʷˈɑːnioː# | *#sˌɛkʷˈɒːnju# | *#sˌɛkʷˈoɲu# | *#sˌɛkˈoɲu# | *#ʃɪkˈɔ̃ɲu# | *#ʃəkˈɔ̃ɲə# | *#ʃəkˈɔ̃ɲ# {GOLD: >*} | *#ʃəkˈɔ̃ɲ# {GOLD: >*} | *#ʃikˈɔɲ# {GOLD: >*} | *#ʃikˈɔj# {GOLD: #ʃikˈɔj#}
903    | #sˈellɑ# | *#sˈɛllɑ# | *#sjˈalːɑ# | *#sˈalːa# | *#ʃˈalːa# | *#ʃˈaːlːa# | *#ʃˈaːlːə# {GOLD: >*} | *#ʃˈaːlːə# {GOLD: >*} | *#ʃˈalə# {GOLD: >*} | *#ʃˈalə# {GOLD: #ʃˈalə#}
904    | #sˈentiɑ# | *#sˈɛnt͡ʃjɑ# | *#sˈɛt͡ʃjɑ# | *#sˈit͡ʃa# | *#ʃˈisa# | *#ʃˈiːsa# | *#ʃˈiːsə# {GOLD: >*} | *#ʃˈiːsə# {GOLD: >*} | *#ʃˈisə# {GOLD: >*} | *#ʃˈisə# {GOLD: #ʃˈisə#}
905    | ... | #sˈɛrɡiu# | *#sˈɛrɡiu# | *#sˈirɟɪu# | *#ʃˈiɾɟju# | *#ʃˈiːɾɟjə# | *#ʃˈiːɾɟ# {GOLD: >*} | *#ʃˈiːɾɟ# {GOLD: >*} | *#ʃˈiɾɟ# {GOLD: >*} | *#ʃˈiɾɟ# {GOLD: #ʃˈiɾɟ#}
906    | #sˈerrɑ# | *#sˈɛrrɑ# | *#sjˈarrɑ# | *#sˈarra# | *#ʃˈaɾɾa# | *#ʃˈaːrːa# | *#ʃˈaːrə# {GOLD: >*} | *#ʃˈaːrə# {GOLD: >*} | *#ʃˈarə# {GOLD: >*} | *#ʃˈarə# {GOLD: #ʃˈarə#}
907    | #sˌertˈɑːnioː# | *#sˌɛrtˈɒːnju# | *#sˌɛrtˈoɲu# | *#sˌɛrtˈoɲu# | *#ʃɪɾtˈɔ̃ɲu# | *#ʃəɾtˈɔ̃ɲə# | *#ʃɾ̩tˈɔ̃ɲ# {GOLD: >*} | *#ʃɾ̩tˈɔ̃ɲ# {GOLD: >*} | *#ʃɾ̩tˈɔɲ# {GOLD: >*} | *#ʃəɾtˈɔj# {GOLD: #ʃaɾtˈɔj#}
908    | #sˌerwˈinioː# | *#sˌɛrwˈɪnju# | *#sˌɛrwˈeɲu# | *#sˌɛrbˈeɲu# | *#ʃəɾbˈẽɲu# | *#ʃəɾbˈɛ̃ɲə# | *#ʃɾ̩bˈɛ̃ɲ# {GOLD: #ʃr̩bˈɛj#} | *#ʃɾ̩bˈɛ̃ɲ# {GOLD: >*} | *#ʃɾ̩bˈɛɲ# {GOLD: >*} | *#ʃəɾbˈɛj# {GOLD: #ʃəɾbˈɛj#}
909    | #sˌerwˈitium# | *#sˌɛrwˈɪt͡ʃjʊ# | *#sˌɛrwˈet͡ʃju# | *#sˌɛrbˈet͡ʃu# | *#ʃəɾbˈesu# | *#ʃəɾbˈɛːsə# | *#ʃɾ̩bˈɛːs# {GOLD: #ʃɾ̩bˈɛs#} | *#ʃɾ̩bˈɛːs# {GOLD: >*} | *#ʃɾ̩bˈɛs# {GOLD: >*} | *#ʃəɾbˈɛs# {GOLD: #ʃəɾbˈɛs#}
910    | #sˌerwiːtˈoːrem# | *#sˌɛrwitˈɒrɛ# | *#sˌirwitˈorɛ# | *#sˌirbɪtˈorɪ# | *#ʃəɾbɪtˈɔɾɪ# | *#ʃəɾbətˈuo̯ɾə# | *#ʃɾ̩bətˈuo̯ɾ# {GOLD: #ʃɛɾbətˈuo̯ɾ#} | *#ʃɾ̩bətˈua̯ɾ# {GOLD: >*} | *#ʃɾ̩bətˈua̯ɾ# {GOLD: >*} | *#ʃəɾbətˈɔɾ# {GOLD: #ʃəɾbətˈɔɾ#}
911    | #sˌerwiːtˈuːrɑm# | *#sˌɛrwitˈuːrɑ# | *#sˌirwitˈyrɑ# | *#sˌirbɪtˈyra# | *#ʃəɾbɪtˈyɾa# | *#ʃəɾbətˈyːɾa# | *#ʃɾ̩bətˈyːɾə# {GOLD: #ʃɾ̩bətˈyɾə#} | *#ʃɾ̩bətˈyːɾə# {GOLD: >*} | *#ʃɾ̩bətˈyɾə# {GOLD: >*} | *#ʃəɾbətˈyɾə# {GOLD: #ʃəɾbətˈyɾə#}
912    | #sˈessum# | *#sˈɛssʊ# | *#sˈɛssu# | *#sˈɛssu# | *#ʃˈɛːʃu# | *#ʃˈie̯ʃə# | *#ʃˈɛʃ# {GOLD: >*} | *#ʃˈɛʃ# {GOLD: >*} | *#ʃˈɛʃ# {GOLD: >*} | *#ʃˈɛʃ# {GOLD: #ʃˈɛʃ#}
913    | #sˌiɡnˈɑːnioː# | *#sˌɪŋnˈɒːnju# | *#sˌeŋnˈoɲu# | *#sˌeŋnˈoɲu# | *#ʃɪ̃ŋnˈɔ̃ɲu# | *#ʃə̃nːˈɔ̃ɲə# | *#ʃə̃nːˈɔ̃ɲ# {GOLD: >*} | *#ʃə̃nˈɔ̃ɲ# {GOLD: >*} | *#ʃənˈɔɲ# {GOLD: >*} | *#ʃənˈɔj# {GOLD: #ʃənˈɔj#}
914    | #sˈiɡnum# | *#sˈɪŋnʊ# | *#sˈeŋnu# | *#sˈeŋnu# | *#ʃˈẽŋnu# | *#ʃˈɛ̃ŋə# | *#ʃˈɛ̃ŋɡ# {GOLD: >*} | *#ʃˈɛ̃ɲ̈ɡ# {GOLD: >*} | *#ʃˈɛɲ̈ɡ# {GOLD: >*} | *#ʃˈɛŋɡ# {GOLD: #ʃˈɛŋɡ#}
915    | #sˈiːk# | *#sˈik# | *#sˈiː# | *#sˈiː# | *#ʃˈiː# | *#ʃˈiː# | *#ʃˈiː# {GOLD: >*} | *#ʃˈiː# {GOLD: >*} | *#ʃˈi# {GOLD: >*} | *#ʃˈi# {GOLD: #ʃˈi#}
916    | ... | #sˈɪklɑ# | *#sˈeklɑ# | *#sˈekla# | *#ʃˈekla# | *#ʃˈɛkla# | *#ʃˈɛkʎɛ# {GOLD: #ʃˈɛkʎɛ#} | *#ʃˈɛkʎɛ# {GOLD: >*} | *#ʃˈɛcɛ# {GOLD: >*} | *#ʃˈɛcɛ# {GOLD: #ʃˈɛcɛ#}
917    | #sˈikulɑ# | *#sˈikʊlɑ# | *#sˈikulɑ# | *#sˈikula# | *#ʃˈikula# | *#ʃˈikulˠə# | *#ʃˈikulˠ# {GOLD: >*} | *#ʃˈikulˠ# {GOLD: >*} | *#ʃˈikulˠ# {GOLD: >*} | *#ʃˈikulˠ# {GOLD: #ʃˈikəlˠ#}
918    | ... | #sˌɪmɪlˈɒːɲu# | *#sˌemelˈojɲu# | *#sˌemɪlˈojɲu# | *#ʃɪ̃məlˈɔj̃ɲu# | *#ʃə̃mbəlˠˈɛ̃ɲə# | *#ʃə̃mbəlˠˈɛ̃ɲ# {GOLD: >*} | *#ʃə̃mbəlˠˈɛ̃ɲ# {GOLD: >*} | *#ʃəmbəlˠˈɛɲ# {GOLD: >*} | *#ʃəmbəlˠˈɛj# {GOLD: #ʃəmbəlˠˈɛj#}
919    | ... | #sˌɪmɪlɑtˈuːrɑ# | *#sˌemelɑtˈyrɑ# | *#sˌemɪlatˈyra# | *#ʃɪ̃mələtˈyɾa# | *#ʃə̃mbəlˠətˈyːɾa# | *#ʃə̃mb?0tˈyːɾə# {GOLD: >*} | *#ʃə̃mb?0tˈyːɾə# {GOLD: >*} | *#ʃəmb?0tˈyɾə# {GOLD: >*} | *#ʃəmbəlˠtˈyɾə# {GOLD: #ʃəmbəlˠtˈyɾə#}
920    | #sˈiːnum# | *#sˈinʊ# | *#sˈinu# | *#sˈinu# | *#ʃˈĩnu# | *#ʃˈĩːnə# | *#ʃˈĩː# {GOLD: #ʃˈĩː#} | *#ʃˈĩː# {GOLD: >*} | *#ʃˈi# {GOLD: >*} | *#ʃˈi# {GOLD: #ʃˈi#}
921    | #sˈirpum# | *#sˈɪrpʊ# | *#sˈerpu# | *#sˈerpu# | *#ʃˈeɾpu# | *#ʃˈɛːɾpə# | *#ʃˈɛːɾp# {GOLD: >*} | *#ʃˈɛːɾp# {GOLD: >*} | *#ʃˈɛɾp# {GOLD: >*} | *#ʃˈɛɾp# {GOLD: #ʃˈɛɾp#}
922    | #sˈitɑ# | *#sˈɪtɑ# | *#sˈitɑ# | *#sˈita# | *#ʃˈita# | *#ʃˈita# | *#ʃˈitə# {GOLD: >*} | *#ʃˈitə# {GOLD: >*} | *#ʃˈitə# {GOLD: >*} | *#ʃˈitə# {GOLD: #ʃˈitə#}
923    | #skˈɑbiem# | *#skˈɑbjɛ# | *#skˈɑbjɛ# | *#zɟˈebjɛ# | *#zɟˈebjɛ# | *#zɟˈɛbjɛ# | *#zɟˈɛbɛ# {GOLD: >*} | *#zɟˈɛbɛ# {GOLD: >*} | *#zɟˈɛbɛ# {GOLD: >*} | *#zɟˈɛbɛ# {GOLD: #zɟˈɛbɛ#}
924    | #skˈɑːlɑː# | *#skˈɑːlɑː# | *#skˈɑlɑ# | *#skˈala# | *#ʃkˈala# | *#ʃkˈaːlˠa# | *#ʃkˈaːlˠə# {GOLD: >*} | *#ʃkˈaːlˠə# {GOLD: >*} | *#ʃkˈalˠə# {GOLD: >*} | *#ʃkˈalˠə# {GOLD: #ʃkˈalˠə#}
925    | #skˈɑmnum# | *#skˈɑmnʊ# | *#skˈɑmnu# | *#skˈamnu# | *#ʃkˈãmnu# | *#ʃkˈamə# | *#ʃkˈam# {GOLD: #ʃkˈɑ̃mn#} | *#ʃkˈam# {GOLD: >*} | *#ʃkˈam# {GOLD: >*} | *#ʃkˈam# {GOLD: #ʃkˈam#}
926    | #skˈɑmni# | *#skˈɑmnɪ# | *#skˈemnɪ# | *#scˈemnɪ# | *#ʃcˈẽmnɪ# | *#ʃcˈɛ̃mːə# | *#ʃcˈɛ̃mː# {GOLD: #ʃcˈẽmn#} | *#ʃcˈɛ̃m# {GOLD: >*} | *#ʃcˈɛm# {GOLD: >*} | *#ʃcˈɛm# {GOLD: #ʃcˈɛm#}
927    | #skˈɑndulum# | *#skˈɑndʊlʊ# | *#skˈɑndulu# | *#skˈandulu# | *#ʃkˈãndulu# | *#ʃkˈandulˠə# | *#ʃkˈandulˠ# {GOLD: >*} | *#ʃkˈandulˠ# {GOLD: >*} | *#ʃkˈandulˠ# {GOLD: >*} | *#ʃkˈandulˠ# {GOLD: #ʃkˈandulˠ#}
928    | ... | ... | ... | #skiˈɛntt͡sa# | *#ʃcjˈɛ̃nt͡sa# | *#ʃcjˈɛ̃nd͡za# | *#ʃcˈɛ̃nd͡zə# {GOLD: >*} | *#ʃcˈɛ̃nd͡zə# {GOLD: >*} | *#ʃcˈɛnd͡zə# {GOLD: >*} | *#ʃcˈɛnd͡zə# {GOLD: #ʃkˈɛnt͡sə#}
929    | #skˌintˈiliɑ# | *#skˌɪntˈiʎɑ# | *#skˌentˈiʎɑ# | *#scˌentˈiʎa# | *#ʃcˌẽntˈiʎa# | *#ʃcˌə̃ndˈiːʎa# | *#ʃcˌə̃ndˈiːʎə# {GOLD: #ʃkn̩dˈiʎə#} | *#ʃcˌə̃ndˈiːʎə# {GOLD: >*} | *#ʃcəndˈijə# {GOLD: >*} | *#ʃcəndˈijə# {GOLD: #ʃkəndˈijə#}
930    | ... | #slˈɑwu# | *#slˈɑwu# | *#slˈawu# | *#ʃlˈaː# | *#ʃlˈaː# | *#ʃkʎˈaː# {GOLD: #ʃkʎˈaː#} | *#ʃkʎˈaː# {GOLD: >*} | *#ʃcˈa# {GOLD: >*} | *#ʃcˈa# {GOLD: #ʃcˈa#}
931    | #ˌeksklˈoːppum# | *#ˌɛsklˈoːppʊ# | *#ˌɛsklˈøppu# | *#sklˈøppu# | *#ʃklˈœpu# | *#ʃklˈɛpə# | *#ʃkʎˈɛp# {GOLD: >*} | *#ʃkʎˈɛp# {GOLD: >*} | *#ʃcˈɛp# {GOLD: >*} | *#ʃcˈɛp# {GOLD: #ʃcˈɛp#}
932    | #skˈodrɑ# | *#skˈɒdrɑ# | *#skˈodrɑ# | *#skˈodra# | *#ʃkˈɔdɾa# | *#ʃkˈɔdɾa# | *#ʃkˈɔdɾ̩# {GOLD: #ʃkˈɔdɾ̩#} | *#ʃkˈɔdɾ̩# {GOLD: >*} | *#ʃkˈɔdɾ̩# {GOLD: >*} | *#ʃkˈɔdəɾ# {GOLD: #ʃkˈɔdəɾ#}
933    | #skʰˈolɑ# | *#skʰˈɒlɑ# | *#skˈolɑ# | *#skˈola# | *#ʃkˈɔla# | *#ʃkˈɔːlˠa# | *#ʃkˈɔːlˠə# {GOLD: >*} | *#ʃkˈɔːlˠə# {GOLD: #ʃkˈɔlˠə#} | *#ʃkˈɔlˠə# {GOLD: >*} | *#ʃkˈɔlˠə# {GOLD: #ʃkˈɔlˠə#}
934    | #skˈoːpɑ# | *#skˈoːpɑ# | *#skˈøpɑ# | *#scˈøpa# | *#ʃcˈœpa# | *#ʃcˈɔpa# | *#ʃcˈɔpə# {GOLD: >*} | *#ʃcˈɔpə# {GOLD: >*} | *#ʃcˈɔpə# {GOLD: >*} | *#ʃcˈɔpə# {GOLD: #ʃcˈɔpə#}
935    | ... | ... | #skˌɔpˈetu# | *#skˌɔpˈetu# | *#ʃkˌɔːpˈetu# | *#ʃkˌɔːpˈɛtə# | *#ʃkˌɔːpˈɛt# {GOLD: >*} | *#ʃkˌɔːpˈɛt# {GOLD: >*} | *#ʃkɔpˈɛt# {GOLD: >*} | *#ʃkɔpˈɛt# {GOLD: #ʃkɔpˈɛt#}
936    | #skˈoːriɑ# | *#skˈoːrjɑ# | *#skˈørjɑ# | *#zɟˈyra# | *#zɟˈyɾa# | *#zɟˈyːɾa# | *#zɟˈyːɾə# {GOLD: >*} | *#zɟˈyːɾə# {GOLD: >*} | *#zɟˈyɾə# {GOLD: >*} | *#zɟˈyɾə# {GOLD: #zɟˈyɾə#}
937    | #skˈorteɑ# | *#skˈɒrt͡ʃjɑ# | *#skˈort͡ʃjɑ# | *#skˈort͡ʃa# | *#ʃkˈɔɾsa# | *#ʃkˈɔːɾsa# | *#ʃkˈɔːɾsə# {GOLD: >*} | *#ʃkˈɔːɾsə# {GOLD: >*} | *#ʃkˈɔɾsə# {GOLD: >*} | *#ʃkˈɔɾsə# {GOLD: #ʃkˈɔɾsə#}
938    | #skrˌiːbˈonioː# | *#skrˌiβˈɒnju# | *#skrˈiβoɲu# | *#skrˈiwoɲu# | *#ʃkɾˈuə̯̃ɲu# | *#ʃkɾˈuõ̯ɲə# | *#ʃkɾˈuõ̯ɲ# {GOLD: #ʃkɾˈuo̯j#} | *#ʃkɾˈuã̯ɲ# {GOLD: >*} | *#ʃkɾˈua̯ɲ# {GOLD: >*} | *#ʃkɾˈua̯j# {GOLD: #ʃkɾˈua̯j#}
939    | #skˈulkɑm# | *#skˈʊlkɑ# | *#skˈulkɑ# | *#skˈulka# | *#ʃkˈulka# | *#ʃkˈuːlka# | *#ʃkˈuːlkə# {GOLD: #ʃkˈuʎkə#} | *#ʃkˈuːlkə# {GOLD: >*} | *#ʃkˈulkə# {GOLD: >*} | *#ʃkˈulkə# {GOLD: #ʃkˈulkə#}
940    | #skˈumɑ# | *#skˈʊmɑ# | *#skˈumɑ# | *#skˈuma# | *#ʃkˈũma# | *#ʃkˈũma# | *#ʃkˈũmə# {GOLD: >*} | *#ʃkˈũmə# {GOLD: >*} | *#ʃkˈumə# {GOLD: >*} | *#ʃkˈumə# {GOLD: #ʃkˈumə#}
941    | #skˈuːtum# | *#skˈuːtʊ# | *#skˈytu# | *#scˈytu# | *#ʃcˈytu# | *#ʃcˈytə# | *#ʃcˈyt# {GOLD: >*} | *#ʃcˈyt# {GOLD: >*} | *#ʃcˈyt# {GOLD: #ʃcˈyt#} | *#scˈyt# {GOLD: #scˈyt#}
